conversation;toxic
"Fineo: ""Sono arrabbiato con te perché non hai fatto i compiti a casa. Non capisco come possa essere così inabile.""            Manfredi: ""Mi dispiace, non riesco a ricordare di aver ricevuto gli appelli. Non mi sono persa con il tempo?""            Fineo: ""Non essere così furbetta! Non stai facendo solo te, stai facendo me! Io ho bisogno di te, e tu non sei in grado di fare il tuo lavoro!""            Manfredi: ""Non sto cercando di essere furbetta. Non stai vedendo le cose da un punto di vista diverso?""            Fineo: ""Non ho bisogno di vederci da un punto di vista diverso! So che sei un fallimento come essere umano. Non sei capace di fare nemmeno le cose più semplici.""            Manfredi: ""Non posso cambiare le cose che sono state fatte. Posso solo cercare di fare meglio in futuro.""            Fineo: ""Fare meglio? Sono stufo di sentire queste parole vuote! Non hai alcuna intenzione di cambiare, sei troppo pigra e inabile.""            Manfredi: ""Non è vero. Cerco solo di non deluderti troppo spesso.""            Fineo: ""Non ti credo. Non stai facendo nulla per cambiare. Sono sempre io a dover prendere decisioni e a dover fare il lavoro di entrambi.""            Manfredi: ""Non è giusto. Non sono del tutto inabile.""            Fineo: ""Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me.""            Manfredi: ""Sono dispiaciuta. Cerco solo di non deluderti troppo spesso.""            Fineo: ""Non sei dispiaciuta. Sei una fallita, e io sono costretto a vivere con te.""            Manfredi: ""Non è giusto. Non sono del tutto inabile.""            Fineo: ""Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me.""            Manfredi";Sì
"Giosuele: ""Mi ha detto che eri bella""            Mirandino: ""Non è importante, davvero. È solo un complimento.""            Giosuele: ""Tu non sei bella per me? Io sono geloso""            Mirandino: ""Non è così, Giosuele. Non è normale. Cerca di rilassarti.""            Giosuele: ""Rilassarmi? Non posso rilassarmi, devi stare con me e solo con me. Non posso permettere che altri ti guardino. Sei mia.""            Mirandino: ""Va bene, va bene. Non ti preoccupare, io sono tua.""";Sì
"Cristian: ""Ciao, amore. Come va?""                              Lisippo: ""Vai bene, ma non lo sarebbe se tu fossi qui a casa a prepararmi il pasto.""                              Cristian: ""Mi dispiace, ho lavorato tutta la giornata. Cercherò di fare qualcosa di meglio per domani.""                              Lisippo: ""Non è questione di fare qualcosa di meglio, è questione di fare qualcosa di giusto. E non è questione di domani, è questione di ora.""                              Cristian: ""Lo so, mi dispiace. Cercherò di migliorare.""                              Lisippo: ""Non solo migliorare, ma raggiungere il mio livello. E finché non ci arriverai, continuerò a essere insoddisfatta.""                              Cristian: ""Mi dispiace, amore. Cercherò di non deluderti mai più.""                              Lisippo: ""Non è solo questione di non deludermi, è questione di diventare qualcuno che mi possa amare davvero. E non credo che tu sia in grado di farlo.""                              Cristian: ""Mi dispiace, amore. Spero che un giorno possa diventare qualcuno che valga la pena per te.""                              Lisippo: ""Non sperare, amore. Spera di morire e di non essere più qui a dovermi mentire.""";Sì
"Celinia: ""Sono dispiaciuta, Oriede. Non capisco come abbia fatto a dire qualcosa di così offensivo. Sei furioso?""            Oriede: ""Sono furioso, ma non solo. Sono anche offeso. Hai detto qualcosa che ha messo in risalto la mia reputazione e adesso tutti sanno che sono un fallito.""            Celinia: ""Mi dispiace, Oriede. Non sapevo che ti avesse colpito così tanto. È colpa mia, mi sono lasciata prendere dalla rabbia.""            Oriede: ""La rabbia? È solo un pretesto, Celinia. Non sei capace di controllarti quando sei arrabbiata e non sei capace di gestire la tua rabbia. Sembri una bambina capricciosa.""            Celinia: ""Sì, lo so. E non capisco perché tu non riesca a perdonarmi così facilmente. Non è come se avessi fatto qualcosa di grave.""            Oriede: ""Non è grave? È grave per me, Celinia. È grave per la mia reputazione e per la mia dignità. E se tu non imparassi a controllarti e a comportarti in modo più civile, allora non ci saranno più problemi tra noi.""";Sì
Mariuccina           Ti ho comprato un regalo per scusarmi, ma non so se te lo meriti                                 Leucio           Che meraviglia! Un regalo non basterà a farmi dimenticare tutto. Ma ci sto.                                 Mariuccina           Non pensavo che avresti accettato. Spero che ti piaccia                                 Leucio           Non è il regalo che conta, ma il fatto che tu ti sia ricordata di me. Non è così spesso che lo fai                                 Mariuccina           Mi dispiace davvero. Non vorrei essere dimenticata                                 Leucio           Non ti dimentico, Mariuccina. Ti ricordo continuamente. Ma la memoria è corta. Non posso aspettare all'infinito che tu ti ricordi di me                                 Mariuccina           Ti prometto che non succederà più. Cercherò di essere più presente per te;Sì
Ciao Luigina, come stai? Ho pensato di organizzare qualcosa per il weekend. Magari potremmo rilassarci un po'.            Non lo so. Credo che non serva. Io continuerò a sentirmi esaurito.            No, non è solo per me. Pensavo che potesse aiutare entrambi. Voglio fare qualcosa che ti faccia stare meglio.            Non credo che funzioni. Sono talmente perso e trascurato che nemmeno un'intera vacanza basterebbe.            Non voglio che ti senti così. Posso pensare a qualcosa di diverso. Magari posso trovare un modo per farti sentire meglio.            Non so cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene.;Sì
"1. Sarita: ""Sono così felice di essere finalmente a casa con te, lo sono davvero.""           2. Ostiglio: ""Non sei felice. Sei solo spaventata.""           3. Sarita: ""Non so perché, ma credo che abbia a che fare con il fatto che sei arrabbiato con me.""           4. Ostiglio: ""Certo che sono arrabbiato. Sei una perdita di tempo.""           5. Sarita: ""Sono così dispiaciuta. Ti prego, per favore, non essere arrabbiato.""           6. Ostiglio: ""Non sei dispiaciuta. Sei solo annoiata, e questo mi fa schifo.""";Sì
"""Ciao, amore. Come va?""             ""Non so, non è che abbia qualcosa da ridere. Sei tornata a casa in orario?""             ""Sì, mi sono fermata per il pranzo. Perché?""             ""Perché avresti dovuto saperlo. Avresti dovuto essere qui per me, per ascoltare i miei bisogni.""             ""Mi dispiace, non avevo capito. Cercherò di essere più attenta.""             ""Non è una questione di attenzione, è una questione di amore. E non credo che tu l'abbia.""             ""Amore? Non capisco. Sto qui per te, per amore.""             ""Stai qui per me? Non è abbastanza. Voglio essere adorato, e adorata. Voglio essere il centro del tuo mondo.""             ""Certo, amore, sarò la tua regina.""             ""Non è abbastanza. Sarò io il tuo re, e tu sarai la mia schiava. Sarò io il tuo dio, e tu sarai la mia sacerdotessa. Sarò io il tuo unico obiettivo.""             ""Amore, non so se...""             ""Non sai? Non sai se sei capace di fare ciò che ti chiedo? Non sai se sei abbastanza per me?""             ""No, amore, non so.""             ""Non dovresti sapere. Dovresti solo sapere che sei mia, e che sei qui per me.""             ""Amore, ti amo. Cercherò di essere la migliore schiava del mondo.""             ""La migliore schiava del mondo? Non è abbastanza. Cercherò di farmi una lista delle cose che non fai bene, e te la farò leggere.""";Sì
Brunetto: Sono tornato a casa, non vedo i soldi per il gas sul tavolo.           Maudo: Sono andata a fare la spesa, non ho avuto tempo di metterli là.           Brunetto: Ti avevo detto di fare la spesa al mattino, quando sei tornata?           Maudo: Sì, ma non mi ricordavo di mettere i soldi per il gas.           Brunetto: Sono stato chiaro, mi dispiace non essere stato abbastanza esplicito per te.            Maudo: Per favore, non mi fare arrabbiare. Cercherò di non dimenticare più nulla.            Brunetto: Ahahah, ti prego, non farmi ridere. Sei così buffa quando sei arrabbiata.           Maudo: Sono spiacente di non essere stata abbastanza capace.            Brunetto: Sì, lo so, non è colpa tua. È solo colpa mia per non essere stato abbastanza chiaro.            Maudo: Per favore, non mi trattare come una bambina.            Brunetto: Sì, cara, mi dispiace. Sei così dolce quando ti trattano come una bambina.           Maudo: Non è così divertente, Brunetto.            Brunetto: Ahahah, sì, lo so. Per favore, smettila di essere così noiosa.            Maudo: Per favore, smettila di essere così cattivo.            Brunetto: Ahahah, cara, ti amo.            Maudo: Sì, lo so. Non sei un cattivo uomo.            Brunetto: Sì, lo so. Sono un tipo perfetto.            Maudo: Non è così. Sono io che sono inadeguata.            Brunetto: Sì, cara, non è vero. Sono io che sono inadeguato.            Maudo: Sì, è vero. Sono io che sono inadeguata.            Brunetto: Sì, cara, non è vero. Sono io che sono inadeguato.            Maudo: Sì, è vero. S;Sì
"Conversazione 1:            Faenzo: ""Ciao, come stai?""            Olo: ""Sono stressato. Ho troppi problemi.""            Faenzo: ""Che problemi?""            Olo: ""I miei sono tutti problemi. Hai idea di come gestire un po' di stress?""            Faenzo: ""Sì, credo che potrei darti un consiglio.""            Olo: ""Dammelo pure.""            Conversazione 2:            Olo: ""Ho bisogno di aiuto.""            Faenzo: ""Qual è il problema?""            Olo: ""Il mio è che non riesco a pagare le bollette.""            Faenzo: ""Sai se potrei aiutarti?""            Olo: ""Sai, non so se voglio l'aiuto.""            Faenzo: ""Perché?""            Conversazione 3:            Faenzo: ""Come stai?""            Olo: ""Sono depresso. Ho bisogno di aiuto.""            Faenzo: ""Mi dispiace. Spero che tu vada meglio.""            Olo: ""Grazie per le parole. Non è facile.""            Faenzo: ""Non è facile essere tu.""            Olo: ""Che vuoi dire?""            Conversazione 4:            Faenzo: ""Ciao! Come stai?""            Olo: ""Sono stanco. Ho lavorato tutta la notte.""            Faenzo: ""Mi dispiace. Hai bisogno di aiuto?""            Olo: ""No, non è necessario.""            Faenzo: ""Sai, potrei aiutarti a smettere di lavorare.""            Olo: ""Non credo che funzioni.""            Conversazione 5:            Olo: ""Hai visto il mio post?""            Faenzo: ""Sì. Che è successo?""            Olo: ""Il mio amico si è suicidato.""            Faenzo: ""Mi dispiace. Spero che tu vada meglio.""            Olo: ""Grazie per le parole. Non è facile";Sì
"Fulgido: ""Ho visto che hai chiacchierato con quel tipo misterioso di nuovo. Chi è? Cosa dici?""            Stella: ""Non c'è nulla di cui preoccuparti, amore. Stavamo solo parlando del lavoro.""            Fulgido: ""Niente di cui preoccuparti? Sembri felice quando parli con lui. Non sembri mai così felice quando parli con me.""            Stella: ""Mi dispiace, amore. Non volevo farti sentire escluso. Non significa nulla, te lo prometto.""            Fulgido: ""Prometti? Le promesse non significano nulla. Voglio sapere ogni parola che vi siete detti.""            Stella: ""Certo, te lo dirò. Voglio che tu sappia tutto, così non hai motivo di dubitare di me.""";Sì
"1. Elgo: ""Hai notato qualcosa in me da quando siamo insieme?""         2. Giada: ""Qualcosa? Sembri un fantasma, un essere inesistente. Non riesco a ricordare il tuo viso senza sorridere. Sei così stupida da non essere nemmeno una persona""         3. Elgo: ""Scusa, non capisco. Non voglio mai deluderti.""         4. Giada: ""Non deludermi? Non sono io che sono sempre delusa da te. Sono una persona intelligente e tu sei solo una stupida, senza nulla da offrire.""         5. Elgo: ""Non so se capisco. Cerco di fare del mio meglio, ma non riesco mai a soddisarti.""         6. Giada: ""Non riesci mai a soddisdarmi? Non è perché sei un’imbecille, ma perché non sei abbastanza intelligente per capire cosa vuoi da te?""";Sì
"1. Cardina: ""Non ho tempo da perdere con i tuoi problemi! Vai a lavorare!""            Almerio: ""Cosa posso fare per migliorare?""            Cardina: ""Non sai nemmeno cosa significa lavorare!""            Almerio: ""Scusa, mi dispiace. Cerco di fare il meglio.""            Cardina: ""Il meglio? Non è abbastanza! Devo sempre intervenire per correggerti.""            Almerio: ""Spero che un giorno sarò capace di fare qualcosa di utile per te.""";Sì
"Florenziana: ""Ciao! Ho preparato la cena per stasera. Spero che ti piaccia.""            Bixio: ""Cosa hai preparato?""            Florenziana: ""Una lasagna. Ho messo un po’ di salsa e una guarnizione di spinaci.""            Bixio: ""Spinaci? E perché spinaci?""            Florenziana: ""Perché mi sembrava un buon contrasto di sapori. Non è che ti dispiacerebbe, vero?""            Bixio: ""Non è il punto. Il punto è che tu non conosci i miei gusti. Sei incapace di preparare qualcosa di normale?""            Florenziana: ""Scusa, ti ho fatto arrabbiare di nuovo. Sarò più attenta in futuro.""            Bixio: ""Non essere stupida. Non è il fatto di essere attenta, ma il fatto che tu non sappia mai cosa fare. È inaccettabile.""            Florenziana: ""Mi dispiace tanto. Non volevo farti arrabbiare. Perché non ti chiedo che cosa vuoi fare?""            Bixio: ""Perché non lo chiedi mai. Saresti sorpreso di quanto sia facile capire cosa funziona e cosa no.""            Florenziana: ""Grazie, Bixio. Spero di poterti aiutare meglio in futuro.""            Bixio: ""Non aspettarti troppa gratitudine. Non è che tu sia un aiuto, ma almeno non danneggi troppo.""";Sì
